Shipment_ID,Distance_km,Weight_kg,Mode_of_Transport,Origin,Destination,Fuel_Price_per_Liter,Demand_Fluctuation,Traffic_Conditions,Warehouse_Processing_Time,Customs_Clearance_Delay,Packaging_Cost,Freight_Insurance_Cost,Freight_Cost_USD
SHIP00044,2091.0,317.0,Road,Delhi,Dubai,1.98,1.08274017541995,Medium,7,1,312.26,323.16,818.7402369133013
SHIP00045,2874.0,619.0,Rail,Bangalore,Singapore,0.6,0.965476617947124,High,3,1,470.76,865.96,221.3
SHIP00046,2662.0,2606.0,Road,Kolkata,Dubai,1.35,0.906541944515683,High,2,0,75.95,761.26,485.25
SHIP00047,2588.5,2023.0,Road,Kolkata,London,0.89,1.10294134467724,Medium,4,4,271.37,869.94,237.99
SHIP00048,1528.0,595.0,Rail,Chennai,Los Angeles,0.5,1.12917397069443,High,5,3,116.0,879.25,123.68
SHIP00049,2588.5,2872.0,Air,Mumbai,London,1.98,0.943010952931503,Medium,1,2,380.56,743.18,1951.27375
SHIP00050,825.0,4510.0,Sea,Kolkata,Dubai,1.22,0.868751964454641,Medium,3,1,183.37,104.69,489.66
SHIP00051,4064.0,2495.039894736842,Road,Delhi,Dubai,1.79,0.996897830848166,Medium,8,4,322.59,140.86,1143.83
SHIP00052,84.0,320.0,Road,Bangalore,New York,1.76,0.987400932137454,High,5,0,94.48,119.66,42.4
SHIP00053,3202.0,788.0,Sea,Chennai,Dubai,1.72,1.09016103319443,Medium,1,1,294.74,285.54,1011.42
SHIP00054,2005.0,1307.0,Sea,Delhi,London,1.26,1.18927394165747,Low,4,4,17.48,870.66,564.36
SHIP00055,1635.0,108.0,Rail,Bangalore,Los Angeles,1.26,1.01251287819449,Low,8,3,421.97,86.37,377.6
SHIP00056,3993.0,4231.0,Road,Mumbai,Los Angeles,1.26,1.09268771542427,Medium,8,0,299.31,103.75,700.84
SHIP00057,3123.0,4908.0,Rail,Delhi,New York,1.11,0.940231861702178,Low,2,4,118.05,161.73,698.46
SHIP00058,1071.0,439.0,Sea,Bangalore,London,0.88,1.03982989721764,Medium,9,4,173.93,599.43,177.13
SHIP00059,3511.0,2495.039894736842,Rail,Chennai,Dubai,1.17,0.846131172866048,High,1,1,83.49,353.2,818.7402369133013
SHIP00060,2663.0,4294.0,Road,Bangalore,Singapore,1.98,1.12597363338617,High,8,3,339.78,943.77,1072.35
SHIP00061,3893.0,4728.0,Air,Kolkata,Los Angeles,1.36,0.937729691653823,High,8,0,193.59,178.55,1951.27375
SHIP00062,1550.0,170.0,Air,Chennai,London,1.75,0.832016539016531,Medium,6,0,477.62,814.35,714.18
SHIP00063,4848.0,2702.0,Road,Delhi,New York,0.9,1.196224553098,Medium,1,3,448.4,662.61,667.39
SHIP00064,211.0,2353.0,Rail,Mumbai,Singapore,1.93,1.16071529158846,Low,9,2,408.93,670.51,372.99
SHIP00065,4347.0,4911.0,Sea,Chennai,London,0.52,0.878973338270275,Low,3,1,139.8,384.19,466.38
SHIP00066,2031.0,2961.0,Sea,Chennai,Dubai,1.9,0.945280740112942,High,1,4,152.79,54.3,946.02
SHIP00067,1045.0,849.0,Air,Chennai,Los Angeles,1.85,1.17468707861905,Medium,7,1,210.34,398.19,818.7402369133013
SHIP00068,4961.0,3430.0,Rail,Bangalore,Dubai,0.6,1.11853149113009,Low,5,3,459.96,621.31,537.65
SHIP00069,3392.0,2156.0,Sea,Kolkata,New York,1.41,1.16256488831011,High,2,4,242.1,750.48,1099.09
SHIP00070,4601.0,1159.0,Sea,Mumbai,Los Angeles,1.68,1.02501991137736,Medium,1,2,56.95,575.37,1338.15
SHIP00071,3848.0,1300.0,Road,Mumbai,Singapore,1.11,0.897246488188039,Low,6,3,124.33,982.02,818.7402369133013
SHIP00072,1325.0,2690.0,Rail,Kolkata,Los Angeles,0.64,0.8908214109351,Low,1,1,33.33,607.22,182.67
SHIP00073,1066.0,1699.0,Rail,Bangalore,Dubai,1.74,1.01026807409502,Low,6,4,38.17,128.91,404.06
SHIP00074,387.0,1395.0,Sea,Bangalore,London,1.2,1.16959998845495,Low,1,0,462.21,862.25,228.32
SHIP00075,928.0,3006.0,Rail,Kolkata,London,0.89,1.05263479308107,High,7,4,312.32,670.16,818.7402369133013
SHIP00076,1126.0,2496.0,Rail,Kolkata,London,0.61,0.813756211516685,High,7,4,59.64,541.24,141.41
SHIP00077,4937.0,3414.0,Rail,Delhi,New York,1.46,1.02419029120009,Low,4,3,296.01,790.16,1192.19
SHIP00078,4043.0,534.0,Road,Bangalore,New York,0.56,1.0433763514485,Medium,7,2,485.97,705.77,251.83
SHIP00079,4909.0,852.0,Sea,Chennai,London,1.69,1.03262201311892,Medium,8,4,17.44,951.39,1396.54
SHIP00080,429.0,1765.0,Air,Mumbai,Singapore,1.66,1.07643046949065,Medium,8,4,375.07,490.97,818.7402369133013
SHIP00081,542.0,1965.0,Rail,Bangalore,Dubai,0.98,0.91740553597908,High,3,2,96.42,725.2,164.47
SHIP00082,2588.5,3533.0,Sea,Kolkata,Singapore,1.21,0.857506123455474,Medium,8,2,194.78,486.18,603.64
SHIP00083,3934.0,1807.0,Air,Chennai,London,1.5,1.10001945157918,Medium,3,4,65.91,314.15,1951.27375
SHIP00084,114.0,2495.039894736842,Road,Delhi,Dubai,1.94,0.878541235175443,Medium,5,0,13.16,353.52,177.85
SHIP00085,2618.0,3057.0,Sea,Delhi,New York,1.28,0.845663584167593,Medium,1,0,59.21,612.42,673.26
SHIP00086,2588.5,3275.0,Road,Chennai,Los Angeles,2.0,0.943750875065665,High,7,0,290.66,221.44,701.11
SHIP00087,2745.0,3545.0,Sea,Chennai,Los Angeles,0.99,1.13310164680659,Medium,8,3,451.54,530.12,1951.27375
SHIP00088,1545.0,2370.0,Road,Kolkata,Dubai,1.29,0.832843323165943,Low,4,3,20.55,708.73,293.3
SHIP00089,441.0,1720.0,Sea,Kolkata,Singapore,0.67,0.8782245434966,High,7,0,40.8,559.62,114.83
SHIP00090,4564.0,4665.0,Road,Mumbai,Dubai,1.33,0.990103751301091,Medium,7,0,89.81,584.4,908.16
SHIP00091,4524.0,1201.0,Air,Mumbai,Singapore,1.3,0.915058788508537,Low,6,0,486.81,251.9,1828.8
SHIP00092,3611.0,4797.0,Sea,Delhi,Singapore,1.77,1.08866440357018,High,5,2,93.41,674.77,1736.99
SHIP00093,2328.0,2273.0,Air,Chennai,Los Angeles,1.99,1.06996097069331,Low,4,1,240.02,617.55,1951.27375
SHIP00094,3149.0,2717.0,Rail,Delhi,New York,1.98,1.13700654520258,Medium,5,3,30.51,556.77,1217.71
SHIP00095,250.0,260.0,Air,Kolkata,London,0.85,0.881537270099666,Medium,7,3,426.83,711.28,818.7402369133013
SHIP00096,4925.0,2495.039894736842,Sea,Bangalore,New York,1.01,1.0595675018028,Medium,8,3,474.3,715.94,994.77
SHIP00097,3154.0,4731.0,Air,Kolkata,London,0.91,1.10989380037277,Low,4,1,380.55,707.42,1672.41
SHIP00098,4648.0,4312.0,Sea,Bangalore,Los Angeles,0.8,0.825066849111551,High,5,4,286.0,183.56,673.65
SHIP00099,2504.0,2557.0,Road,Chennai,London,0.73,0.814729177067758,Low,6,3,131.94,609.54,224.97
SHIP00100,3695.0,2495.039894736842,Rail,Chennai,Singapore,1.27,1.02370333522431,Low,9,4,97.65,713.84,811.5
SHIP00101,854.0,3478.0,Air,Chennai,Dubai,1.81,1.03514190722648,Low,6,2,262.64,627.95,1457.48
SHIP00102,2781.0,3425.0,Rail,Mumbai,London,1.38,0.957123503882364,Medium,7,0,152.38,233.26,712.22
SHIP00103,2823.0,4005.0,Air,Mumbai,New York,1.81,0.8144293256385,Low,8,0,338.52,72.65,1951.27375
SHIP00104,1620.0,3755.0,Sea,Bangalore,Los Angeles,1.94,0.960768728143169,Low,3,2,139.9,628.07,977.84
SHIP00105,2740.0,3455.0,Air,Delhi,Los Angeles,1.07,1.05683541645649,Low,5,0,93.41,259.44,1515.57
SHIP00106,3890.0,2495.039894736842,Rail,Delhi,Dubai,1.75,1.0807521676266,High,4,2,294.96,836.24,1346.77
SHIP00107,1078.0,1102.0,Air,Bangalore,Singapore,0.58,0.997116589577178,Low,1,0,382.81,938.62,282.63
SHIP00108,552.0,763.0,Rail,Mumbai,Singapore,1.22,1.01000999097028,Low,4,2,46.14,846.6,138.03
SHIP00109,4543.0,2938.0,Rail,Kolkata,Los Angeles,1.05,1.06906971035702,Medium,2,2,313.37,211.98,809.83
SHIP00110,920.0,737.0,Sea,Bangalore,Singapore,0.81,0.979720952776728,Low,4,0,409.59,827.54,153.38
SHIP00111,4538.0,379.0,Road,Delhi,Dubai,1.16,0.905405979471474,Low,2,4,13.11,219.59,496.52
SHIP00112,256.0,1796.0,Road,Bangalore,Los Angeles,1.17,0.889187955217139,Medium,4,3,119.73,333.25,120.06
SHIP00113,1534.0,1257.0,Air,Bangalore,Singapore,1.71,1.10110116427199,Low,4,3,156.3,836.81,1221.52
SHIP00114,913.0,2192.0,Rail,Chennai,London,1.8,0.995019454652308,Low,3,1,16.88,188.0,431.78
SHIP00115,2840.0,834.0,Sea,Mumbai,London,1.49,1.04963439812847,High,5,1,342.21,228.44,764.07
SHIP00116,613.0,2746.0,Road,Chennai,Singapore,1.45,0.988442316894001,High,9,0,215.5,852.84,284.64
SHIP00117,4241.0,3870.0,Sea,Mumbai,London,0.67,1.12753496656953,Low,1,3,327.21,987.8,699.85
SHIP00118,1807.0,3768.0,Sea,Bangalore,Dubai,1.36,0.998738939091161,High,7,1,208.42,654.06,752.01
SHIP00119,1728.0,2743.0,Rail,Mumbai,New York,1.26,1.19522184956932,Low,1,3,95.23,636.49,404.54
SHIP00120,3292.0,675.0,Air,Delhi,Dubai,0.94,0.897041845887829,High,1,2,262.72,563.54,818.7402369133013
SHIP00121,4686.0,4284.0,Rail,Chennai,Dubai,0.64,0.855410674894226,Low,2,4,364.39,282.34,448.57
SHIP00122,1109.0,3758.0,Road,Bangalore,Singapore,1.45,0.949438607565479,High,6,2,85.8,85.9,411.35
SHIP00123,1772.0,811.0,Road,Delhi,Dubai,1.38,1.16746264429508,Low,9,1,183.34,477.79,350.82
SHIP00124,3364.0,4029.0,Sea,Mumbai,Singapore,0.83,1.14092503934754,Medium,3,1,369.88,854.61,763.99
SHIP00125,3207.0,3579.0,Rail,Mumbai,Los Angeles,0.89,0.898941186257263,Medium,5,0,331.63,894.13,479.7
SHIP00126,2675.0,2495.039894736842,Rail,Delhi,Singapore,1.66,1.0398790272784,Low,8,4,499.78,530.31,720.34
SHIP00127,2779.0,3683.0,Sea,Mumbai,Singapore,1.69,1.03557589540929,High,6,4,95.01,942.69,1212.97
SHIP00128,1647.0,725.0,Air,Chennai,Los Angeles,1.24,0.917358757945082,Medium,3,3,178.6,585.66,685.76
SHIP00129,3110.0,4237.0,Sea,Kolkata,New York,0.72,0.894152671674252,High,2,0,107.06,771.49,504.91
SHIP00130,2743.0,86.0,Sea,Mumbai,Los Angeles,0.58,0.956019794560929,High,3,4,129.64,469.82,231.72
SHIP00131,4941.0,3886.0,Road,Bangalore,Singapore,0.91,1.11544752032216,Medium,6,1,105.9,128.03,698.77
SHIP00132,3677.0,1837.0,Rail,Mumbai,London,1.6,0.876686016621025,Medium,5,2,494.66,845.9,773.53
SHIP00133,1413.0,2777.0,Road,Bangalore,Singapore,1.4,0.978289375449379,High,8,2,326.71,945.96,383.69
SHIP00134,2031.0,3930.0,Sea,Mumbai,Los Angeles,1.58,0.992679419381277,Low,2,4,51.47,737.37,940.12
SHIP00135,1713.0,1944.0,Rail,Mumbai,Singapore,1.21,1.17564988950975,Medium,2,2,265.08,438.53,458.34
SHIP00136,1579.0,186.0,Sea,Bangalore,Los Angeles,1.63,0.92140898450861,Low,4,1,50.58,867.33,818.7402369133013
SHIP00137,2088.0,3126.0,Sea,Chennai,Dubai,1.22,0.807858629075253,Low,9,3,201.36,649.45,539.76
SHIP00138,3352.0,3933.0,Air,Kolkata,New York,0.63,1.07749249701702,Medium,5,1,323.67,52.64,1083.09
SHIP00139,2287.0,711.0,Road,Kolkata,New York,0.62,1.10231660096092,Low,7,4,33.25,938.54,180.6
SHIP00140,1356.0,1860.0,Road,Chennai,Los Angeles,1.75,1.08121295657028,Low,7,1,32.72,489.79,432.54
SHIP00141,4079.0,464.0,Sea,Mumbai,New York,1.44,1.08029559247501,Low,6,1,132.79,215.64,1005.95
SHIP00142,2725.0,392.0,Air,Kolkata,London,0.92,0.993290966004763,Low,6,2,332.94,223.86,800.79
SHIP00143,1332.0,2779.0,Sea,Chennai,London,1.64,0.807464321792281,High,9,3,463.04,374.15,540.59
SHIP00144,759.0,3500.0,Sea,Chennai,New York,0.7,1.09196719013877,Low,4,0,143.18,90.37,287.67
SHIP00145,4794.0,3715.0,Sea,Kolkata,Los Angeles,1.47,1.17460807562031,Low,2,4,478.67,340.23,1722.75
SHIP00146,4463.0,3787.0,Air,Bangalore,London,1.98,0.862954542214146,Low,7,4,278.67,136.6,1951.27375
SHIP00147,3798.0,3947.0,Rail,Delhi,New York,0.73,0.827165703633427,Low,6,1,256.36,241.84,418.2
SHIP00148,4829.0,4291.0,Air,Bangalore,Singapore,0.71,0.906082115428094,High,4,2,60.57,67.14,1346.05
SHIP00149,713.0,4468.0,Sea,Mumbai,London,1.2,1.13991754112528,High,1,2,478.18,696.96,604.68
SHIP00150,2048.0,2219.0,Rail,Bangalore,Dubai,1.46,0.842458871154907,High,4,4,397.82,596.81,466.04
SHIP00151,3495.0,1928.0,Sea,Delhi,London,1.26,1.08606736026967,Medium,6,0,11.59,137.56,392.26
SHIP00152,3793.0,4020.0,Air,Delhi,New York,1.25,0.825178973675154,Medium,3,0,398.53,786.62,1795.69
SHIP00153,1545.0,4746.0,Air,Chennai,New York,0.62,0.813115606031934,High,1,3,281.14,703.65,592.56
SHIP00154,3354.0,2495.039894736842,Rail,Mumbai,New York,0.86,1.15652075042249,Medium,2,1,58.87,196.68,676.02
SHIP00155,3813.0,2667.0,Air,Chennai,Los Angeles,1.57,1.10822409318634,High,6,4,353.62,89.34,1951.27375
SHIP00156,1903.0,1565.0,Sea,Bangalore,Los Angeles,1.61,1.03943401959361,Low,1,0,336.38,178.29,674.12
SHIP00157,4709.0,624.0,Rail,Bangalore,Singapore,1.59,0.86879810150989,High,6,0,344.18,161.06,832.31
SHIP00158,1341.0,4492.0,Road,Kolkata,Singapore,0.6,0.911539449733442,High,1,2,439.06,629.83,196.18
SHIP00159,3631.0,2917.0,Sea,Chennai,London,1.68,0.819441796331301,Medium,1,3,382.44,98.67,1050.98
SHIP00160,3507.0,3594.0,Road,Chennai,New York,1.15,1.05814514114686,High,6,4,456.38,345.4,645.43
SHIP00161,1686.0,4527.0,Rail,Chennai,Singapore,1.21,1.07443432820932,Low,1,3,197.24,391.06,616.15
SHIP00162,3746.0,121.0,Rail,Chennai,New York,1.13,0.930723504719999,High,9,0,285.47,131.42,480.4
SHIP00163,3049.0,2618.0,Sea,Delhi,London,1.79,0.935366526781307,High,2,3,493.04,376.11,1094.49
SHIP00164,3202.0,3487.0,Air,Kolkata,Los Angeles,1.52,1.05159105858816,High,9,0,299.17,587.91,1951.27375
SHIP00165,748.0,3030.0,Sea,Mumbai,Singapore,1.25,1.17826590537195,High,5,2,216.98,356.08,499.95
SHIP00166,2210.0,2495.039894736842,Air,Mumbai,Dubai,1.75,0.957883770503137,Medium,5,1,238.92,934.15,818.7402369133013
SHIP00167,4147.0,2436.0,Air,Mumbai,Dubai,1.71,0.997436154187651,Medium,8,4,371.98,321.65,1951.27375
SHIP00168,4787.0,3558.0,Sea,Delhi,Dubai,0.51,1.07931038831971,Medium,1,1,188.93,668.41,542.14
SHIP00169,904.0,1409.0,Rail,Kolkata,Dubai,1.22,0.936928382192572,High,9,3,33.57,561.77,220.63
SHIP00170,3524.0,4809.0,Sea,Kolkata,Dubai,1.26,1.14754332830239,Low,1,0,458.16,406.41,571.47
SHIP00171,1757.0,1565.0,Road,Delhi,Dubai,0.96,1.13847262034479,Medium,5,1,246.13,970.44,818.7402369133013
SHIP00172,2827.0,89.0,Rail,Chennai,Dubai,1.71,1.06971319303989,Low,8,2,264.2,865.97,630.31
SHIP00173,1783.0,1432.0,Air,Bangalore,Singapore,1.92,1.01476943976339,Medium,1,3,187.36,240.63,1460.68
SHIP00174,4981.0,2080.0,Rail,Chennai,Dubai,0.86,1.19340837051883,Low,5,3,460.86,973.84,741.54
SHIP00175,3560.0,2671.0,Sea,Mumbai,Dubai,1.26,1.08095220795966,High,3,1,100.45,68.13,420.7
SHIP00176,252.0,1950.0,Rail,Chennai,London,1.1,1.05729064181828,High,8,3,201.45,60.29,171.24
SHIP00177,3305.0,2267.0,Air,Delhi,Singapore,1.0,1.15072717612892,Medium,3,4,195.86,140.66,1532.25
SHIP00178,4268.0,4846.0,Air,Mumbai,London,1.52,1.0219962696557,Low,8,1,256.42,387.88,1951.27375
SHIP00179,4546.0,4656.0,Rail,Bangalore,New York,1.24,0.897169422730739,High,2,1,484.87,396.71,917.67
SHIP00180,816.0,1333.0,Road,Mumbai,Dubai,1.1,0.855108913218887,High,3,2,108.11,103.02,139.45
SHIP00181,4439.0,633.0,Air,Chennai,Los Angeles,1.26,0.988412859066139,High,1,3,321.16,755.88,1184.5
SHIP00182,2377.0,508.0,Road,Kolkata,Dubai,1.74,1.00626166241946,Medium,1,2,283.36,354.83,460.66
SHIP00183,2981.0,2315.0,Air,Kolkata,Dubai,0.87,1.13107769480446,Low,4,3,138.56,950.61,1221.73
SHIP00184,247.0,2716.0,Rail,Kolkata,London,0.58,0.85578980311354,Medium,5,1,212.55,998.32,95.6
SHIP00185,1980.0,865.0,Air,Mumbai,New York,1.35,1.07249208959196,Low,3,3,216.92,705.68,1047.89
SHIP00186,3632.0,2561.0,Road,Kolkata,London,0.98,0.921650773929745,Medium,2,2,123.5,159.52,443.71
SHIP00187,658.0,296.0,Road,Delhi,Singapore,1.57,1.17561209792906,High,1,1,247.4,541.32,148.76
SHIP00188,2588.5,4875.0,Rail,Bangalore,New York,0.62,0.988168540048776,Low,3,3,101.02,795.51,423.44
SHIP00189,1197.0,466.0,Road,Kolkata,New York,1.95,1.04895928784974,Medium,1,2,111.17,922.33,292.5
SHIP00190,4332.0,4513.0,Road,Delhi,New York,0.78,1.06004327598919,High,6,3,426.02,455.31,544.76
SHIP00191,3447.0,3767.0,Rail,Delhi,London,1.04,0.836402030082518,High,3,2,467.57,50.22,556.41
SHIP00192,2561.0,157.0,Air,Mumbai,Dubai,1.22,1.14087802498828,Low,4,4,200.93,436.49,1102.15
SHIP00193,1844.0,2681.0,Rail,Mumbai,Dubai,1.84,0.865694567969351,Medium,8,2,15.12,594.03,818.7402369133013
SHIP00194,709.0,888.0,Air,Bangalore,Dubai,1.58,0.958967650782939,High,5,0,446.23,155.46,524.1
SHIP00195,2861.0,4563.0,Air,Bangalore,Dubai,0.72,1.06902547464259,Low,5,3,397.71,663.8,1187.45
SHIP00196,1419.0,4966.0,Air,Chennai,Dubai,1.16,0.822087960443472,Low,8,0,213.83,584.57,1116.31
SHIP00197,2036.0,1471.0,Sea,Bangalore,Singapore,1.31,1.03216953967402,High,4,4,313.53,503.9,562.12
SHIP00198,196.0,4828.0,Air,Mumbai,Los Angeles,1.55,0.963966452940027,Medium,8,2,457.9,565.23,1169.92
SHIP00199,3269.0,3962.0,Rail,Delhi,New York,1.36,0.825541042505894,Low,5,1,493.91,78.34,707.32
SHIP00200,2961.0,2495.039894736842,Rail,Chennai,Los Angeles,1.19,1.09055644842082,High,6,1,238.33,765.24,484.87
SHIP00201,1784.0,2877.0,Rail,Bangalore,Singapore,1.65,1.00053335704571,High,1,2,239.88,713.83,638.4
SHIP00202,1893.0,887.0,Sea,Delhi,Dubai,1.07,0.921376069637447,High,9,4,436.86,240.75,345.52
SHIP00203,538.0,3012.0,Road,Mumbai,Singapore,1.98,0.833731118569176,Medium,4,2,375.44,122.81,337.42
SHIP00204,3026.0,2332.0,Sea,Kolkata,Singapore,1.92,1.01898968218741,Medium,1,1,400.1,423.01,1230.22
SHIP00205,2009.0,602.0,Rail,Chennai,Los Angeles,1.56,0.922385070696744,Low,7,1,313.31,769.61,398.87
SHIP00206,2435.0,2495.039894736842,Rail,Delhi,New York,1.82,1.17867369255932,Low,4,1,188.81,425.58,818.7402369133013
SHIP00207,2969.0,4302.0,Road,Mumbai,London,1.09,1.03660647226814,High,5,2,103.5,736.5,578.51
SHIP00208,4786.0,1527.0,Sea,Mumbai,London,1.37,0.914026043341014,Low,7,4,476.9,787.61,1042.38
SHIP00209,1852.0,2495.039894736842,Rail,Chennai,New York,0.91,1.01144721987558,High,7,4,84.51,93.61,238.79
SHIP00210,4111.0,1777.0,Air,Chennai,Dubai,1.83,1.01579815559141,Low,9,4,229.34,425.62,1951.27375
SHIP00211,3419.0,641.0,Air,Bangalore,Singapore,1.21,1.09070464147415,Medium,9,1,244.12,988.88,1480.56
SHIP00212,312.0,4566.0,Rail,Bangalore,Dubai,1.3,1.16088092926673,Medium,7,3,446.37,74.98,469.95
SHIP00213,673.0,2495.039894736842,Air,Chennai,Singapore,1.8,1.18503744862072,High,9,2,357.95,900.2,1169.77
SHIP00214,1066.0,2997.0,Road,Chennai,London,1.7,1.08715630810225,Low,5,1,127.85,161.06,473.96
SHIP00215,2588.5,2495.039894736842,Rail,Delhi,New York,0.98,1.01836529635822,Low,2,4,108.21,629.99,466.05
SHIP00216,2099.0,215.0,Sea,Bangalore,Los Angeles,0.63,0.889972834589155,Low,9,2,474.1,952.26,185.57
SHIP00217,3773.0,4493.0,Rail,Mumbai,Los Angeles,1.26,0.961211766663359,High,6,4,31.37,635.15,513.8
SHIP00218,4598.0,2946.0,Road,Bangalore,New York,1.26,0.99551559635595,Low,6,0,448.48,230.63,610.42
SHIP00219,3158.0,4543.0,Sea,Bangalore,London,0.96,0.851348461238865,Medium,9,1,116.83,247.09,665.63
SHIP00220,4140.0,632.0,Road,Chennai,Singapore,0.56,0.902561522594942,Low,1,4,54.09,78.65,225.22
SHIP00221,2106.0,3556.0,Air,Chennai,Los Angeles,1.15,1.19378104251268,Medium,2,0,149.14,388.01,1599.64
